GROUND,510,30,490,30,0
GROUND,150,15,614,177,0
GROUND,15,15,415,75,0
GROUND,15,15,326,346,0
GROUND,60,15,87,417,0
GROUND,30,15,117,447,0
GROUND,15,15,327,453,0
GROUND,15,75,297,514,0
GROUND,15,15,327,548,0
GROUND,15,195,14,254,0
GROUND,165,15,193,175,0
GROUND,15,15,376,234,0
GROUND,60,15,410,264,0
GROUND,15,15,448,234,0
GROUND,15,60,779,222,0
GROUND,15,45,778,446,0
GROUND,15,330,985,389,0
GROUND,15,15,836,147,0
GROUND,15,15,898,169,0
GROUND,45,15,889,269,0
SAVEPOINT,10,10,63,69
SAVEPOINT,10,10,325,572
SAVEPOINT,10,10,741,156
SPIKE,341,438,315,438,328,415.019,2
SPIKE,282,561,282,587,259.019,574,1
SPIKE,341,560,341,534,363.981,547,3
SPIKE,189,60,215,60,202,82.981,0
SPIKE,313,60,339,60,326,82.981,0
SPIKE,402,89,428,89,415,111.981,0
SPIKE,389,218,363,218,376,195.019,2
SPIKE,425,248,399,248,412,225.019,2
SPIKE,461,219,435,219,448,196.019,2
SPIKE,532,161,506,161,519,138.019,2
SPIKE,584,60,610,60,597,82.981,0
SPIKE,714,161,688,161,701,138.019,2
SPIKE,766,282,792,282,779,304.981,0
SPIKE,791,400,765,400,778,377.019,2
SPIKE,795,191,795,165,817.981,178,3
SPIKE,849,60,875,60,862,82.981,0
SPIKE,882,156,882,182,859.019,169,1
SPIKE,969,110,969,136,946.019,123,1
SPIKE,794,161,768,161,781,138.019,2
SPIKE,935,281,935,255,957.981,268,3
SPIKE,313,333,313,359,290.019,346,1
SPIKE,353,279,379,279,366,301.981,0
ELEVATOR,457,336,417,1,1
ENEMY,811,72
