GROUND,90,15,912,511,1
GROUND,510,30,499,3,1
GROUND,510,15,506,48,0
GROUND,255,45,747,659,1
GROUND,30,150,974,346,1
GROUND,60,15,948,181,0
GROUND,15,15,968,78,3
GROUND,15,15,925,78,3
GROUND,15,15,881,78,3
GROUND,15,15,839,78,3
GROUND,15,15,797,78,3
GROUND,90,30,884,123,4
GROUND,120,15,655,569,3
GROUND,15,15,578,599,2
GROUND,15,15,735,599,2
GROUND,15,60,761,447,3
GROUND,15,60,550,447,3
GROUND,75,15,671,448,2
GROUND,120,15,656,283,3
GROUND,15,30,574,338,0
GROUND,120,30,655,238,0
GROUND,15,15,851,281,0
GROUND,30,15,806,404,0
GROUND,15,15,929,332,1
GROUND,45,15,694,193,0
GROUND,15,15,567,193,0
GROUND,75,90,310,293,1
GROUND,15,15,424,78,3
GROUND,15,15,384,78,3
GROUND,15,15,344,78,3
GROUND,15,15,304,78,3
GROUND,15,15,263,78,3
GROUND,15,15,838,78,3
GROUND,90,30,344,123,4
GROUND,105,15,310,188,0
GROUND,15,30,307,413,3
GROUND,90,15,145,368,2
GROUND,90,15,307,458,1
GROUND,90,15,311,488,1
GROUND,75,75,309,627,1
GROUND,15,15,219,687,1
GROUND,30,120,23,593,0
GROUND,30,105,25,286,0
GROUND,15,45,31,136,3
GROUND,30,30,806,449,0
SAVEPOINT,10,10,960,535
SAVEPOINT,10,10,763,307
SAVEPOINT,10,10,713,72
SAVEPOINT,10,10,305,513
SAVEPOINT,10,10,116,390
SPIKE,798,141,824,141,811,163.981,0
SPIKE,826,141,852,141,839,163.981,0
SPIKE,855,141,881,141,868,163.981,0
SPIKE,887,141,913,141,900,163.981,0
SPIKE,919,141,945,141,932,163.981,0
SPIKE,973,150,973,124,995.981,137,3
SPIKE,974,134,974,108,996.981,121,3
SPIKE,988,141,988,115,1010.98,128,3
SPIKE,538,557,538,583,515.019,570,1
SPIKE,774,583,774,557,796.981,570,3
SPIKE,557,491,557,517,534.019,504,1
SPIKE,539,571,539,545,561.981,558,3
SPIKE,777,502,777,476,799.981,489,3
SPIKE,536,476,536,502,513.019,489,1
SPIKE,562,389,536,389,549,366.019,2
SPIKE,774,389,748,389,761,366.019,2
SPIKE,715,297,741,297,728,319.981,0
SPIKE,605,297,631,297,618,319.981,0
SPIKE,633,297,659,297,646,319.981,0
SPIKE,661,297,687,297,674,319.981,0
SPIKE,688,297,714,297,701,319.981,0
SPIKE,562,366,588,366,575,388.981,0
SPIKE,587,311,561,311,574,288.019,2
SPIKE,600,335,574,335,587,312.019,2
SPIKE,575,335,601,335,588,357.981,0
SPIKE,775,295,775,269,797.981,282,3
SPIKE,537,270,537,296,514.019,283,1
SPIKE,750,72,750,46,772.981,59,3
SPIKE,734,53,760,53,747,75.981,0
SPIKE,838,294,864,294,851,316.981,0
SPIKE,837,268,837,294,814.019,281,1
SPIKE,865,267,839,267,852,244.019,2
SPIKE,867,293,867,267,889.981,280,3
SPIKE,835,389,809,389,822,366.019,2
SPIKE,919,195,945,195,932,217.981,0
SPIKE,936,504,910,504,923,481.019,2
SPIKE,892,499,866,499,879,476.019,2
SPIKE,916,345,942,345,929,367.981,0
SPIKE,608,215,582,215,595,192.019,2
SPIKE,643,211,617,211,630,188.019,2
SPIKE,687,182,661,182,674,159.019,2
SPIKE,581,188,555,188,568,165.019,2
SPIKE,662,63,688,63,675,85.981,0
SPIKE,599,51,599,77,576.019,64,1
SPIKE,616,74,590,74,603,51.019,2
SPIKE,804,87,830,87,817,109.981,0
SPIKE,844,87,870,87,857,109.981,0
SPIKE,889,87,915,87,902,109.981,0
SPIKE,932,87,958,87,945,109.981,0
SPIKE,974,142,974,116,996.981,129,3
SPIKE,435,147,435,121,457.981,134,3
SPIKE,450,139,450,113,472.981,126,3
SPIKE,433,131,433,105,455.981,118,3
SPIKE,435,138,435,112,457.981,125,3
SPIKE,258,142,284,142,271,164.981,0
SPIKE,288,143,314,143,301,165.981,0
SPIKE,323,143,349,143,336,165.981,0
SPIKE,355,143,381,143,368,165.981,0
SPIKE,390,143,416,143,403,165.981,0
SPIKE,397,265,371,265,384,242.019,2
SPIKE,210,49,210,75,187.019,62,1
SPIKE,197,54,223,54,210,76.981,0
SPIKE,382,450,408,450,395,472.981,0
SPIKE,386,495,386,469,408.981,482,3
SPIKE,266,556,240,556,253,533.019,2
SPIKE,241,499,267,499,254,521.981,0
SPIKE,284,564,258,564,271,541.019,2
SPIKE,257,517,257,491,279.981,504,3
SPIKE,212,200,238,200,225,222.981,0
SPIKE,44,93,18,93,31,70.019,2
SPIKE,50,474,24,474,37,451.019,2
SPIKE,65,341,39,341,52,318.019,2
SPIKE,65,307,39,307,52,284.019,2
SPIKE,64,274,38,274,51,251.019,2
SPIKE,64,242,38,242,51,219.019,2
SPIKE,63,213,37,213,50,190.019,2
SPIKE,61,507,35,507,48,484.019,2
SPIKE,61,537,35,537,48,514.019,2
SPIKE,60,569,34,569,47,546.019,2
SPIKE,61,602,35,602,48,579.019,2
SPIKE,60,634,34,634,47,611.019,2
SPIKE,60,661,34,661,47,638.019,2
SPIKE,60,687,34,687,47,664.019,2
SPIKE,799,472,825,472,812,494.981,0
ELEVATOR,465,543,666,3,1
SHOOTER,354,518
SHOOTER,383,518
SHOOTER,609,478
SHOOTER,697,478
SHOOTER,623,478
ENEMY,655,475
ENEMY,629,475
ENEMY,480,75
