GROUND,510,165,509,25,0
GROUND,15,15,14,625,0
GROUND,15,15,275,488,4
GROUND,15,15,305,496,4
GROUND,15,15,335,508,4
GROUND,15,15,365,508,4
GROUND,15,15,395,499,4
GROUND,15,15,425,487,4
GROUND,15,15,567,488,4
GROUND,15,15,597,500,4
GROUND,15,15,627,509,4
GROUND,15,15,657,510,4
GROUND,15,15,687,505,4
GROUND,15,15,717,494,4
GROUND,15,15,494,421,4
GROUND,15,15,481,391,4
GROUND,15,15,461,331,4
GROUND,15,15,491,331,4
GROUND,15,15,502,361,4
GROUND,120,15,499,205,4
GROUND,15,15,620,235,4
GROUND,15,15,590,235,4
GROUND,75,195,74,415,0
GROUND,195,15,814,205,0
GROUND,195,15,184,205,0
GROUND,405,15,403,691,0
GROUND,315,15,375,661,0
GROUND,255,60,435,586,0
GROUND,15,15,275,511,0
GROUND,15,15,245,511,0
GROUND,15,15,215,511,0
GROUND,45,105,194,325,0
GROUND,15,15,164,445,0
GROUND,15,15,305,466,0
GROUND,15,15,335,478,0
GROUND,15,15,365,478,0
GROUND,30,75,350,388,0
GROUND,15,60,305,391,0
GROUND,15,15,254,235,0
GROUND,15,15,254,265,0
GROUND,15,15,254,295,0
GROUND,15,15,335,298,0
GROUND,15,15,365,298,0
GROUND,75,45,500,265,0
GROUND,15,15,431,325,0
GROUND,15,15,451,391,0
GROUND,15,15,395,432,0
GROUND,15,15,395,469,0
GROUND,15,15,395,439,0
GROUND,15,15,425,457,0
GROUND,15,15,488,451,0
GROUND,60,15,496,511,0
GROUND,15,15,566,458,0
GROUND,15,15,511,391,0
GROUND,15,15,521,325,0
GROUND,15,15,551,325,0
GROUND,15,15,532,355,0
GROUND,30,90,642,400,0
GROUND,15,15,597,470,0
GROUND,15,15,597,440,0
GROUND,15,15,597,410,0
GROUND,15,15,567,428,0
GROUND,15,15,597,380,0
GROUND,30,90,702,389,0
GROUND,75,75,765,601,0
GROUND,60,15,868,691,0
GROUND,15,240,987,460,0
GROUND,90,15,821,284,0
GROUND,105,15,867,355,0
GROUND,105,15,837,424,0
GROUND,60,45,792,484,0
GROUND,15,15,491,325,4
GROUND,15,15,461,325,4
GROUND,15,15,472,361,4
GROUND,15,15,395,511,4
GROUND,15,15,425,511,4
GROUND,15,15,305,511,4
GROUND,15,15,597,511,4
GROUND,15,15,567,511,4
GROUND,15,15,717,511,4
GROUND,15,15,687,511,4
GROUND,45,60,927,553,0
SAVEPOINT,10,10,951,637
