GROUND,120,15,883,436,1
GROUND,135,75,892,628,1
GROUND,390,30,367,673,1
GROUND,60,240,326,403,1
GROUND,180,60,566,223,1
GROUND,15,15,520,419,0
GROUND,15,15,610,418,0
GROUND,15,15,521,480,0
GROUND,15,15,610,482,0
GROUND,195,15,701,388,0
GROUND,30,15,478,449,0
GROUND,15,30,521,613,1
GROUND,30,30,727,613,1
GROUND,30,15,416,628,1
GROUND,15,15,401,598,1
GROUND,15,15,520,298,0
GROUND,75,15,670,298,0
GROUND,525,45,498,15,1
GROUND,15,105,782,207,0
GROUND,15,105,869,207,0
GROUND,15,15,715,75,3
GROUND,15,15,936,75,3
GROUND,60,90,967,211,1
GROUND,30,60,973,361,1
GROUND,30,15,553,90,2
GROUND,15,15,425,75,2
GROUND,15,15,25,75,3
GROUND,15,15,66,75,3
GROUND,15,15,107,75,3
GROUND,15,15,150,75,3
GROUND,90,30,107,120,4
GROUND,15,15,191,75,3
GROUND,15,15,182,165,0
GROUND,15,180,9,347,1
GROUND,30,15,236,268,1
GROUND,30,15,236,238,1
GROUND,15,15,251,208,1
GROUND,15,15,39,390,2
GROUND,60,15,206,391,2
GROUND,15,15,39,482,0
GROUND,45,30,119,613,1
GROUND,15,15,179,628,1
GROUND,15,45,251,598,1
GROUND,15,15,6,628,1
SAVEPOINT,10,10,963,461
SAVEPOINT,10,10,459,472
SAVEPOINT,10,10,743,71
SAVEPOINT,10,10,183,188
SAVEPOINT,10,10,40,506
SPIKE,507,493,533,493,520,515.981,0
SPIKE,596,494,622,494,609,516.981,0
SPIKE,506,467,506,493,483.019,480,1
SPIKE,508,406,508,432,485.019,419,1
SPIKE,624,431,624,405,646.981,418,3
SPIKE,625,493,625,467,647.981,480,3
SPIKE,538,402,564,402,551,424.981,0
SPIKE,569,403,595,403,582,425.981,0
SPIKE,648,402,674,402,661,424.981,0
SPIKE,680,402,706,402,693,424.981,0
SPIKE,712,402,738,402,725,424.981,0
SPIKE,745,402,771,402,758,424.981,0
SPIKE,802,422,776,422,789,399.019,2
SPIKE,836,422,810,422,823,399.019,2
SPIKE,867,421,841,421,854,398.019,2
SPIKE,898,421,872,421,885,398.019,2
SPIKE,533,583,507,583,520,560.019,2
SPIKE,697,644,671,644,684,621.019,2
SPIKE,724,585,698,585,711,562.019,2
SPIKE,442,614,416,614,429,591.019,2
SPIKE,384,283,410,283,397,305.981,0
SPIKE,414,283,440,283,427,305.981,0
SPIKE,444,283,470,283,457,305.981,0
SPIKE,475,283,501,283,488,305.981,0
SPIKE,539,282,565,282,552,304.981,0
SPIKE,569,281,595,281,582,303.981,0
SPIKE,794,309,794,283,816.981,296,3
SPIKE,855,206,855,232,832.019,219,1
SPIKE,797,151,797,125,819.981,138,3
SPIKE,744,277,770,277,757,299.981,0
SPIKE,770,278,744,278,757,255.019,2
SPIKE,770,196,744,196,757,173.019,2
SPIKE,743,196,769,196,756,218.981,0
SPIKE,882,277,908,277,895,299.981,0
SPIKE,882,195,908,195,895,217.981,0
SPIKE,908,277,882,277,895,254.019,2
SPIKE,908,197,882,197,895,174.019,2
SPIKE,949,121,923,121,936,98.019,2
SPIKE,979,46,979,72,956.019,59,1
SPIKE,977,131,951,131,964,108.019,2
SPIKE,967,50,993,50,980,72.981,0
SPIKE,732,163,706,163,719,140.019,2
SPIKE,880,374,854,374,867,351.019,2
SPIKE,858,323,858,297,880.981,310,3
SPIKE,436,165,410,165,423,142.019,2
SPIKE,471,164,445,164,458,141.019,2
SPIKE,506,164,480,164,493,141.019,2
SPIKE,540,164,514,164,527,141.019,2
SPIKE,574,163,548,163,561,140.019,2
SPIKE,609,164,583,164,596,141.019,2
SPIKE,643,164,617,164,630,141.019,2
SPIKE,674,164,648,164,661,141.019,2
SPIKE,703,165,677,165,690,142.019,2
SPIKE,397,59,423,59,410,81.981,0
SPIKE,427,59,453,59,440,81.981,0
SPIKE,459,59,485,59,472,81.981,0
SPIKE,492,59,518,59,505,81.981,0
SPIKE,524,59,550,59,537,81.981,0
SPIKE,558,59,584,59,571,81.981,0
SPIKE,590,59,616,59,603,81.981,0
SPIKE,622,59,648,59,635,81.981,0
SPIKE,656,59,682,59,669,81.981,0
SPIKE,685,57,711,57,698,79.981,0
SPIKE,157,79,183,79,170,101.981,0
SPIKE,114,81,140,81,127,103.981,0
SPIKE,74,81,100,81,87,103.981,0
SPIKE,33,81,59,81,46,103.981,0
SPIKE,22,140,48,140,35,162.981,0
SPIKE,50,141,76,141,63,163.981,0
SPIKE,81,141,107,141,94,163.981,0
SPIKE,112,140,138,140,125,162.981,0
SPIKE,142,139,168,139,155,161.981,0
SPIKE,196,121,196,95,218.981,108,3
SPIKE,196,136,196,110,218.981,123,3
SPIKE,210,129,210,103,232.981,116,3
SPIKE,206,256,206,282,183.019,269,1
SPIKE,313,166,287,166,300,143.019,2
SPIKE,350,172,324,172,337,149.019,2
SPIKE,380,167,354,167,367,144.019,2
SPIKE,189,246,189,272,166.019,259,1
SPIKE,209,235,209,261,186.019,248,1
SPIKE,160,592,134,592,147,569.019,2
SPIKE,117,595,91,595,104,572.019,2
SPIKE,245,567,245,541,267.981,554,3
SPIKE,198,129,198,103,220.981,116,3
ELEVATOR,672,70,130,2,1
ELEVATOR,613,70,130,2,1
ELEVATOR,487,69,131,2,1
SHOOTER,664.5,328
SHOOTER,680.5,328
ENEMY,844.5,72
