GROUND,510,30,508,29,0
GROUND,15,180,15,239,0
GROUND,45,15,75,404,1
GROUND,15,15,358,384,1
GROUND,30,30,730,89,4
GROUND,15,15,45,138,1
GROUND,15,15,45,227,1
GROUND,30,15,60,301,1
GROUND,15,255,985,314,0
GROUND,15,15,955,153,1
GROUND,30,15,940,265,1
GROUND,45,15,925,375,1
GROUND,60,15,910,482,1
GROUND,510,15,508,681,0
GROUND,195,15,856,584,1
GROUND,15,15,656,492,1
SAVEPOINT,10,10,53,445
SAVEPOINT,10,10,902,82
SAVEPOINT,10,10,949,525
SPIKE,373,396,373,370,395.981,383,3
SPIKE,392,365,392,339,414.981,352,3
SPIKE,413,335,413,309,435.981,322,3
SPIKE,504,89,504,63,526.981,76,3
SPIKE,493,123,493,97,515.981,110,3
SPIKE,482,155,482,129,504.981,142,3
SPIKE,472,190,472,164,494.981,177,3
SPIKE,458,227,458,201,480.981,214,3
SPIKE,444,264,444,238,466.981,251,3
SPIKE,428,297,428,271,450.981,284,3
SPIKE,345,397,371,397,358,419.981,0
SPIKE,468,380,468,406,445.019,393,1
SPIKE,487,354,487,380,464.019,367,1
SPIKE,503,324,503,350,480.019,337,1
SPIKE,523,291,523,317,500.019,304,1
SPIKE,541,255,541,281,518.019,268,1
SPIKE,554,223,554,249,531.019,236,1
SPIKE,564,187,564,213,541.019,200,1
SPIKE,571,150,571,176,548.019,163,1
SPIKE,582,118,582,144,559.019,131,1
SPIKE,661,59,687,59,674,81.981,0
SPIKE,676,81,702,81,689,103.981,0
SPIKE,690,104,716,104,703,126.981,0
SPIKE,705,130,731,130,718,152.981,0
SPIKE,719,105,745,105,732,127.981,0
SPIKE,730,130,756,130,743,152.981,0
SPIKE,743,106,769,106,756,128.981,0
SPIKE,756,82,782,82,769,104.981,0
SPIKE,769,59,795,59,782,81.981,0
SPIKE,914,252,914,278,891.019,265,1
SPIKE,882,362,882,388,859.019,375,1
SPIKE,855,469,855,495,832.019,482,1
SPIKE,663,570,663,596,640.019,583,1
SPIKE,663,592,689,592,676,614.981,0
SPIKE,688,679,662,679,675,656.019,2
