GROUND,90,15,915,370,0
GROUND,60,120,947,587,0
GROUND,15,15,810,370,2
GROUND,540,45,507,28,0
GROUND,30,165,765,238,3
GROUND,30,90,765,550,3
GROUND,360,15,457,655,0
GROUND,30,45,619,118,3
GROUND,30,120,618,364,3
GROUND,30,45,617,595,3
GROUND,30,135,465,208,3
GROUND,30,120,464,520,3
GROUND,30,225,333,298,3
GROUND,30,30,333,610,3
GROUND,30,195,151,445,3
GROUND,30,15,273,508,2
GROUND,30,45,153,118,3
GROUND,30,90,977,265,0
SAVEPOINT,10,10,936,394
SAVEPOINT,10,10,463,351
SAVEPOINT,10,10,50,83
SPIKE,903,496,877,496,890,473.019,2
SPIKE,902,541,876,541,889,518.019,2
SPIKE,902,587,876,587,889,564.019,2
SPIKE,902,635,876,635,889,612.019,2
SPIKE,902,681,876,681,889,658.019,2
SPIKE,649,73,675,73,662,95.981,0
SPIKE,677,73,703,73,690,95.981,0
SPIKE,707,73,733,73,720,95.981,0
SPIKE,675,639,649,639,662,616.019,2
SPIKE,733,639,707,639,720,616.019,2
SPIKE,704,639,678,639,691,616.019,2
SPIKE,619,161,645,161,632,183.981,0
SPIKE,628,552,602,552,615,529.019,2
SPIKE,495,243,495,217,517.981,230,3
SPIKE,589,132,589,158,566.019,145,1
SPIKE,496,72,522,72,509,94.981,0
SPIKE,525,72,551,72,538,94.981,0
SPIKE,556,72,582,72,569,94.981,0
SPIKE,521,642,495,642,508,619.019,2
SPIKE,549,642,523,642,536,619.019,2
SPIKE,578,642,552,642,565,619.019,2
SPIKE,588,388,588,414,565.019,401,1
SPIKE,493,534,493,508,515.981,521,3
SPIKE,492,427,492,401,514.981,414,3
SPIKE,495,340,495,314,517.981,327,3
SPIKE,590,246,590,272,567.019,259,1
SPIKE,590,454,590,480,567.019,467,1
SPIKE,590,558,590,584,567.019,571,1
SPIKE,395,642,369,642,382,619.019,2
SPIKE,427,641,401,641,414,618.019,2
SPIKE,370,71,396,71,383,93.981,0
SPIKE,400,71,426,71,413,93.981,0
SPIKE,435,403,435,429,412.019,416,1
SPIKE,363,329,363,303,385.981,316,3
SPIKE,435,151,435,177,412.019,164,1
SPIKE,360,489,360,463,382.981,476,3
SPIKE,209,641,183,641,196,618.019,2
SPIKE,239,640,213,640,226,617.019,2
SPIKE,268,641,242,641,255,618.019,2
SPIKE,296,640,270,640,283,617.019,2
SPIKE,184,71,210,71,197,93.981,0
SPIKE,213,72,239,72,226,94.981,0
SPIKE,243,72,269,72,256,94.981,0
SPIKE,274,72,300,72,287,94.981,0
SPIKE,151,162,177,162,164,184.981,0
SPIKE,178,252,152,252,165,229.019,2
SPIKE,150,253,124,253,137,230.019,2
SPIKE,179,279,179,253,201.981,266,3
ELEVATOR,692,65,604,2,11
ELEVATOR,539,70,608,2,11
ELEVATOR,398,73,611,2,11
