GROUND,510,30,500,30,0
GROUND,15,270,11,330,0
GROUND,525,15,517,680,0
GROUND,15,255,114,410,0
GROUND,15,15,231,116,1
GROUND,15,15,322,162,1
GROUND,15,30,361,90,0
GROUND,15,15,387,198,1
GROUND,15,15,507,192,1
GROUND,15,15,444,148,1
GROUND,15,15,387,315,1
GROUND,15,15,506,318,1
GROUND,15,15,451,370,1
GROUND,15,15,728,151,1
GROUND,15,15,665,226,1
GROUND,15,15,963,159,1
GROUND,15,255,993,315,0
GROUND,15,15,324,312,1
GROUND,15,15,896,246,1
GROUND,15,15,229,368,1
GROUND,15,15,144,281,1
GROUND,15,15,217,398,1
GROUND,15,15,450,504,1
GROUND,15,15,597,486,1
GROUND,15,15,538,628,1
GROUND,75,15,900,457,1
GROUND,105,15,873,555,1
GROUND,15,60,690,605,0
GROUND,15,30,985,600,0
GROUND,15,15,955,585,0
GROUND,15,15,617,114,1
SAVEPOINT,10,10,11,618
SAVEPOINT,10,10,113,91
SAVEPOINT,10,10,324,200
SAVEPOINT,10,10,965,201
SAVEPOINT,10,10,144,318
SAVEPOINT,10,10,953,499
SAVEPOINT,10,10,451,550
SPIKE,99,557,99,583,76.019,570,1
SPIKE,18,584,18,558,40.981,571,3
SPIKE,20,553,20,527,42.981,540,3
SPIKE,22,524,22,498,44.981,511,3
SPIKE,23,493,23,467,45.981,480,3
SPIKE,26,465,26,439,48.981,452,3
SPIKE,32,436,32,410,54.981,423,3
SPIKE,32,411,32,437,9.019,424,1
SPIKE,101,527,101,553,78.019,540,1
SPIKE,104,497,104,523,81.019,510,1
SPIKE,107,468,107,494,84.019,481,1
SPIKE,111,444,111,470,88.019,457,1
SPIKE,116,412,116,438,93.019,425,1
SPIKE,115,384,115,410,92.019,397,1
SPIKE,111,352,111,378,88.019,365,1
SPIKE,109,320,109,346,86.019,333,1
SPIKE,105,292,105,318,82.019,305,1
SPIKE,102,263,102,289,79.019,276,1
SPIKE,99,233,99,259,76.019,246,1
SPIKE,93,200,93,226,70.019,213,1
SPIKE,87,167,87,193,64.019,180,1
SPIKE,93,225,93,199,115.981,212,3
SPIKE,87,192,87,166,109.981,179,3
SPIKE,38,403,38,377,60.981,390,3
SPIKE,38,377,38,403,15.019,390,1
SPIKE,32,368,32,342,54.981,355,3
SPIKE,22,340,22,314,44.981,327,3
SPIKE,18,310,18,284,40.981,297,3
SPIKE,12,288,12,262,34.981,275,3
SPIKE,9,256,9,230,31.981,243,3
SPIKE,7,226,7,200,29.981,213,3
SPIKE,32,343,32,369,9.019,356,1
SPIKE,219,131,245,131,232,153.981,0
SPIKE,215,103,215,129,192.019,116,1
SPIKE,243,100,217,100,230,77.019,2
SPIKE,246,129,246,103,268.981,116,3
SPIKE,308,150,308,176,285.019,163,1
SPIKE,335,150,309,150,322,127.019,2
SPIKE,337,175,337,149,359.981,162,3
SPIKE,349,120,375,120,362,142.981,0
SPIKE,372,186,372,212,349.019,199,1
SPIKE,399,184,373,184,386,161.019,2
SPIKE,401,211,401,185,423.981,198,3
SPIKE,375,212,401,212,388,234.981,0
SPIKE,494,207,520,207,507,229.981,0
SPIKE,493,179,493,205,470.019,192,1
SPIKE,519,177,493,177,506,154.019,2
SPIKE,521,204,521,178,543.981,191,3
SPIKE,432,160,458,160,445,182.981,0
SPIKE,429,137,429,163,406.019,150,1
SPIKE,456,134,430,134,443,111.019,2
SPIKE,459,161,459,135,481.981,148,3
SPIKE,400,300,374,300,387,277.019,2
SPIKE,519,302,493,302,506,279.019,2
SPIKE,373,302,373,328,350.019,315,1
SPIKE,401,329,401,303,423.981,316,3
SPIKE,438,384,464,384,451,406.981,0
SPIKE,463,489,437,489,450,466.019,2
SPIKE,438,358,438,384,415.019,371,1
SPIKE,463,356,437,356,450,333.019,2
SPIKE,465,383,465,357,487.981,370,3
SPIKE,679,212,653,212,666,189.019,2
SPIKE,714,138,714,164,691.019,151,1
SPIKE,715,164,741,164,728,186.981,0
SPIKE,743,164,743,138,765.981,151,3
SPIKE,741,138,715,138,728,115.019,2
SPIKE,664,233,664,259,641.019,246,1
SPIKE,717,84,743,84,730,106.981,0
SPIKE,743,84,717,84,730,61.019,2
SPIKE,856,60,856,86,833.019,73,1
SPIKE,856,89,856,115,833.019,102,1
SPIKE,855,118,855,144,832.019,131,1
